US,5265,PHX,3462,SBP,5768,Y,0,CR9 CRJ
AA,24,SBP,5768,PHX,3462,Y,0,CR9 CRJ
UA,5209,LAX,3484,SBP,5768,Y,0,EM2
UA,5209,SBP,5768,LAX,3484,Y,0,EM2
UA,5209,SFO,3469,SBP,5768,Y,0,EM2
UA,5209,SBP,5768,SFO,3469,Y,0,EM2
US,5265,PHX,3462,SFO,3469,,0,320 321
US,5265,PHX,3462,LAX,3484,,0,321 319 320
US,5265,SFO,3469,LAX,3484,,0,738
US,5265,SFO,3469,PHX,3462,,0,321 320
VX,5331,LAX,3484,SFO,3469,,0,320 319
WN,4547,LAX,3484,PHX,3462,,0,73C 73W 733 73H
